val_loss,loss,lr
1.854484486579895,2.157429557433103,0.0010000000474974513
1.5938309192657472,1.5832671653778159,0.0010000000474974513
1.4370513439178467,1.4633303625698395,0.0010000000474974513
1.4036048173904419,1.3723896843864318,0.0010000000474974513
1.460383677482605,1.3402331735998552,0.0010000000474974513
1.3827039003372192,1.2877310705694922,0.0010000000474974513
1.4730516433715821,1.2566739537499168,0.0010000000474974513
1.409984564781189,1.2186994361367456,0.0010000000474974513
1.3443240404129029,1.1760976266733465,0.0005000000237487257
1.3754196166992188,1.1726563397575827,0.0005000000237487257
1.4304635047912597,1.1524974426483725,0.0005000000237487257
1.3330191612243651,1.1242856281326417,0.0002500000118743628
1.400982928276062,1.1220789561297166,0.0002500000118743628
1.3419320583343506,1.102903076990403,0.0002500000118743628
1.506279468536377,1.0958742725657906,0.0001250000059371814
1.4538689136505127,1.0860227728909988,0.0001250000059371814
1.386579704284668,1.0736393351605868,6.25000029685907e-05
1.365748643875122,1.0715339958349013,6.25000029685907e-05
1.3795816898345947,1.0816265086439205,3.125000148429535e-05
1.3287222146987916,1.062939641309932,3.125000148429535e-05
